TRANSTEXT 7.2.998.2
PRIMARY_LANGID 36
English Text	Translated Text	Item Type
"'%s' contained no tasks which could be imported."	"'%s' ne vsebuje nobenih opravil.ki bi jih bilomogoče uvoziti."	"text"
"'%s' could not be checked out \nbecause it is currently checked out to '%s' (Last saved: %s)."	"'%s' ni bilo mogoče odjaviti, \nker je trenutno prijavljena v '%s'"	"text"
"'%s' could not be checked out.\n\nPlease check that it has not been moved or deleted and that you have the required access rights."	"'%s' ni bilo mogoče odjaviti.\n\nPreverite, da ni bila premaknjena ali izbrisana in, da imate zahtevane pravice dostopa."	"text"
"'%s' could not be found."	"'%s' ni bilo mogoče najti."	"text"
"'%s' could not be opened (%d).\n\nPlease check that the file exists and that you have the appropriate access rights before trying again."	"'%s' ni bilo mogoče odpreti (%d).\n\nPreverite, ali datoteka obstaja in ali imate zahtevane pravice dostopa, preden poskusite znova."	"text"
"'%s' could not be opened because access to the file was denied.\n\nPlease check that you have the required permissions and try again."	"'%s' ni bilo mogoče odpreti, ker je bil dostop do datoteke zavrnjen.\n\nPreverite, ali imate zahtevane pravice in poskusite znova."	"text"
"'%s' could not be opened because another user\n(or application) is currently accessing the file.\n\nPlease try again in a moment."	"'%s' ni bilo mogoče odpreti, ker drugi uporabnik \n(ali aplikacija) trenutno dostopa do datoteke.\n\nV tem trenutku poskusite znova."	"text"
"'%s' could not be opened because it contains \nmalformed XML that the MSXML component could not interpret."	"'%s' ni bilo mogoče odpreti, ker ta vsebuje \npopačen XML, ki jo MSXML sestavina ni mogla razlagati."	"text"
"'%s' could not be opened because it is encrypted and you do not have the encryption component installed.\n\nPlease contact AbstractSpoon Software for more information."	"'%s' ni bilo mogoče odpreti, ker je šifrirana in nimate nameščeno sestavino za šifriranje.\n\nObrnite se na AbstractSpoon Software za več informacij."	"text"
"'%s' could not be opened because the method of encryption could not be determined."	"'%s' ni bilo mogoče odpreti, ker metode šifriranja ni bilo mogoče določiti."	"text"
"'%s' could not be opened because the network location is not currently accessible."	"'%s' ni bilo mogoče odpreti, ker omrežno mesto trenutno ni dostopno."	"text"
"'%s' could not be opened due to an unexpected error (%d)."	"'%s' ni bilo mogoče odpreti zaradi nepričakovane napake (%d)."	"text"
"'%s' could not be opened for importing.\n\nCheck that you have the necessary permissions and that the file is not open in another application."	"'%s' ni bilo mogoče odpreti za uvoz.\n\nPreverite, ali imate potrebna dovoljenja in, da datoteka ni odprta v drugi aplikaciji."	"text"
"'%s' could not be saved because access to the file was denied.\n\nPlease select another filename."	"'%s' ni bilo mogoče shraniti, ker je bil dostop do datoteke zavrnjen.\n\nIzberite drugo ime datoteke."	"text"
"'%s' could not be saved because another user\n(or application) is currently accessing the file.\n\nPlease try again in a moment."	"'%s' ni bilo mogoče shraniti, ker drugi uporabnik\n(ali aplikacija) trenutno dostopa do datoteke.\n\nV tem trenutku poskusite znova."	"text"
"'%s' could not be saved because the file is read-only.\n\nPlease select another filename."	"'%s' ni bilo mogoče shraniti, ker je datoteka samo za branje.\n\nIzberite drugo ime datoteke."	"text"
"'%s' could not be saved due to an unexpected error (%d)."	"'%s' ni bilo mogoče shraniti zaradi nepričakovane napake (%d)."	"text"
"'%s' could not be saved due to insufficient disk space.\n\nPlease select another filename."	"'%s' ni bilo mogoče shraniti zaradi nezadostnega prostora na disku.\n\nIzberite drugo ime datoteke."	"text"
"'%s' does not appear to be a valid tasklist."	"'%s' se zdi, da ni veljaven seznam opravil."	"text"
"'%s' has no tasks due by the end of next month"	"'%s' nima do konca naslednjega meseca nobenih opravil"	"text"
"'%s' has no tasks due by the end of next week"	"'%s' nima do konca naslednjega tedna nobenih opravil"	"text"
"'%s' has no tasks due by the end of this month"	"'%s' nima do konca tega meseca nobenih opravil"	"text"
"'%s' has no tasks due by the end of this week"	"'%s' nima do konca tega tedna nobenih opravil"	"text"
"'%s' has no tasks due by today"	"'%s' nima do danes nobenih opravil"	"text"
"'%s' has no tasks due by tomorrow"	"'%s' nima nobenih opravil do jutri"	"text"
"'%s' must be checked out before it can be saved."	"'%s' mora biti odjavljen preden se lahko shrani."	"text"
"'Bar' colour for tasks having no colour"	"Barva 'Vrstice' za opravila brez barve"	"checkbox"
"'CTRL + click' to follow link"	"CTRL + klik za nadaljevanje povezave"	"tooltip"
"'Due Today' task colour"	"Barva opravila 'Rok zapade danes"	"checkbox"
"'Due' task colour"	"Barva opravila 'Zapade'"	"checkbox"
"'Leaf' tasks"	"Opravila lista"	"menu"
"'New Subtask' button places subtask"	"Gumb 'Novo podopravilo' postavlja opravilo"	"label"
"'New Task' button places task"	"Gumb 'Novo opravilo' postavlja opravilo"	"label"
"'Non-working hours' colour"	"Barva ne delovnih ur"	"checkbox"
"'Overlapping' tasks colour"	"Barva 'Prekrivanja' opravil"	"checkbox"
"'Stack' comments above (or left of) edit fields"	"'Sklad' komentarji nad (ali levo od) polj za urejanje"	"checkbox"
"'Stack' edit fields and comments when they occupy the same position (left, right or below)"	"Polja za urejanje 'Sklad' in komentarji, ko zasedajo isti položaj (levo, desno ali spodaj)"	"checkbox"
"'Started' task colour"	"Barva opravila 'Začeto'"	"checkbox"
"'Starts Today' task colour"	"Barva opravila 'Začeto danes'"	"checkbox"
"'Today' colour"	"Barva 'Danes'"	"checkbox"
"'Weekend' colour"	"Barva 'Vikend'"	"checkbox"
"'{0}' appears in {1} tasks"	"'{0}' se prikaže v {1} opravilih"	"tooltip"
"(completed: %s)"	"(dokončano: %s)"	"text"
"<handler not installed>"	"<upravljavec ni nameščen>"	"label"
"(Note: You should only use this option if you are certain that the incoming tasks will have the correct task IDs)"	"(Opomba: to možnost uporabite samo, če ste prepričani, da bodo dohodna opravila imela pravilne ID-je)"	"label"
"(paused)"	"(pavzirano)"	"text"
"(Relative)"	"(Relativno)"	"text"
"(untitled)"	"(neimenovano)"	"text"
"(Week {0})"	"(Teden {0})"	"label"
"- Fixed Columns -"	"- Fiksni stolpci -"	"combobox"
"- unnamed -"	"- neimenovan -"	"text"
"-ab <alloc by>\tSets the 'Allocated By' for the currently selected task"	"-ab <alloc by>\tNastavi 'Dodelil' za trenutno izbrano opravilo"	"text"
"-at <alloc to>\tSets the 'Allocated To' for the currently selected task"	"-at <alloc to>\tNastavi 'Dodeljeno za' za trenutno izbrano opravilo"	"text"
"-bid <task id>\tSpecifies the sibling task below which to create the new task"	"-bid <id>\tDoloča sorodna opravila in nato ustvari novo nopravilo"	"text"
"-c <categories>\tSets the 'Categories' for the currently selected task"	"-c <categories>\tNastavi 'Kategorije' za trenutno izbrano opravilo"	"text"
"-ca <attribute id> <attribute value>\tSets the value for the specified custom attribute ID for the currently selected task"	"-ca <attribute id> <attribute value>\tNastavi vrednost za določen ID atribut po meri trenutno izbranega opravila"	"text"
"-cd <date>\tSets the 'Completion Date' for the currently selected task"	"-cd <date>\tNastavi 'Datum dokončanja' za trenutno izbrano opravilo"	"text"
"-cm <comments>\tAdds to the 'Comments' for the currently selected task"	"-cm <comments>\tDoda 'Komentarje' za trenutno izbrano opravilo"	"text"
"-cmd <id>\tSends the specified command to ToDoList's main window"	"-cmd <id>\tPošlje določen ukaz v glavno okno ToDoLista"	"text"
"-copy <attrib1> <attrib2>\tCopies the value for 'attrib1' to 'attrib2' for the currently selected task"	"-copy <attrib1> <attrib2>\tKopira vrednost za 'attrib1' do 'attrib2' za trenutno izbrano opravilo"	"text"
"-cs <cost>\tSets the 'Cost' for the currently selected task"	"-cs <cost>\tNastavi 'Stroške' za trenutno izbrano opravilo"	"text"
"-ct <time>\tSets the 'Completion Time' for the currently selected task"	"-ct <time>\tNastavi 'Čas dokončanja' trenutno izbranega opravila"	"text"
"-dd <date>\tSets the 'Due Date' for the currently selected task"	"-dd <date>\tNastavi 'Datum zapadlosti' za trenutno izbrano opravilo"	"text"
"-dp <id>\tSets the 'Dependencies' for the currently selected task"	"-dp <id>\tNastavi 'Odvisnosti' za trenutno izbrano opravilo"	"text"
"-dt <time>\tSets the 'Due Time' for the currently selected task"	"-dt <time>\tNastavi 'Čas trajanja' trenutno izbranega opravila"	"text"
"-e\tStarts ToDoList without reloading any previously open tasklists"	"-e\tZažene ToDoList brez ponovnega nalaganja predhodno odprtih seznamov opravil"	"text"
"-f <filepath2>[|<filepath3>|<filepath4>]\tAllows additional tasklists to be opened"	"-f <potdatoteke2>[|<potdatoteke3>|<potdatoteke4>]\tOmogoča odpiranje dodatnih seznamov opravil"	"text"
"-fr <path>\tSets the 'File Link' for the currently selected task"	"-fr <path>\tNastavi 'Povezavo datoteke' za trenutno izbrano opravilo"	"text"
"-g\tEnables logging"	"-g\tOmogoča vodenje dnevnika"	"text"
"-h, -help, -?\tDisplays a message box showing all the available commandline options"	"-h, -help, -?\tPrikaže sporočilno okno z vsemi razpoložljivimi možnostmi ukazne vrstice"	"text"
"-i <inipath>\tSpecifies an alternative settings file path"	"-i <inipot>\tDoloča alternativne nastavitve poti datoteke"	"text"
"-l <task link>\tOpens the specified tasklist and selects the specified task"	"-l <task link>\tOdpre določen seznam opravil in izbere navedeno opravilo"	"text"
"-m <filepath>\tImports the specified file"	"-m <potdatoteke>\tUvozi določeneo datoteko"	"text"
"-md <date>\tSets the 'Creation Date' of the newly created task"	"-md <date>\tNastavi 'Datum nastanka' na novo ustvarjenega opravila"	"text"
"-mt <time>\tSets the 'Creation Time' of the newly created task"	"-mt <time>\tNastavi 'Čas ustvarjanja' novoustvarjenem opravilu"	"text"
"-nt <title>\tCreates a new task in the active tasklist with the specified title"	"-nt <title>\tUstvari novo opravilo v aktivnem seznamu opravil, z navedenim naslovom"	"text"
"-p <priority>\tSets the 'Priority' for the currently selected task"	"-p <priority>\tNastavi 'Prioriteto' za trenutno izbrano opravilo"	"text"
"-pc <percentage>\tSets the 'Percentage Completion' for the currently selected task"	"-pc <percentage>\tNastavi 'Odstotek dokončanja' trenutno izbranem opravilu"	"text"
"-pid <task id>\tSpecifies the parent task in which to create the new task"	"-pid <id>\tDoloča nadrejeno opravilo za ustvarjanje novege opravila"	"text"
"-r <risk>\tSets the 'Risk' for the currently selected task"	"-r <risk>\tNastavi 'Tveganje' za trenutno izbrano opravilo"	"text"
"-s <status>\tSets the 'Status' for the currently selected task"	"-s <status>\tNastavi 'Stanje' trenutno izbranega opravila"	"text"
"-sd <date>\tSets the 'Start Date' for the currently selected task"	"-sd <date>\tNastavi 'Datum začetka' za trenutno izbrano opravilo"	"text"
"-st <time>\tSets the 'Start Time' for the currently selected task"	"-s <status>\tNastavi 'Stanje' za trenutno izbrano opravilo"	"text"
"-te <hrs>\tSets the 'Time Estimate' for the currently selected task"	"-te <hrs>\tNastavi 'Ocenjen čas' za trenutno izbrano opravilo"	"text"
"-tg <tags>\tSets the 'Tags' for the currently selected task"	"-tg <tags>\tNastavi 'Oznake' za trenutno izbrano opravilo"	"text"
"-tid <task id>\tSelects the specified task in the active tasklist"	"-tid <id>\tIzbere opravilo v aktivnem seznamu opravil"	"text"
"-ts <hrs>\tSets the 'Time Spent' for the currently selected task"	"-ts <hrs>\tNastavi 'Porabljen čas' za trenutno izbrano opravilo"	"text"
"-tt <title>\tSets the 'Title' for the currently selected task"	"-tt <title>\tNastavi 'Naslov' trenutno izbranega opravila"	"text"
"-tv <version>\tSets the 'Version' for the currently selected task"	"-tv <version>\tNastavi 'Različico' za trenutno izbrano opravilo"	"text"
"-v\tForces ToDoList to startup visible regardless of its last saved state"	"-v\tVsili viden zagon ToDoLista ne glede na njegovo zadnje shranjeno stanje"	"text"
"-x\tTurns off password prompting except when first loading an encrypted tasklist"	"-x\tIzklopi geslo, razen če najprej naloži šifriran seznam opravil"	"text"
"-xid <ext_id>\tSets the 'external ID' for the currently selected task"	"-xid <ext_id>\tNastavi 'Zunanji ID' za trenutno izbrano opravilo"	"text"
"-z\tStores attribute visibility settings within each tasklist"	"-z\tShrani nastavitve vidnosti atributa znotraj vsakega seznama opravil"	"text"
"...maps to Column Name in File"	"...poveže na 'Ime stolpca' v datoteki"	"sysheader32"
"...maps to Task Attribute"	"...poveže na atribut opravila"	"sysheader32"
"0 (Lowest)"	"0 (najnižja)"	"combobox"
  "0 (Lowest)"	"0 (najnižja)"	"menu"
"0 (zero) is not a valid task ID"	"0 (ničla) ni veljaven ID opravila"	"text"
"0 minutes"	"0 minut"	"combobox"
"1 (Low)"	"1 (nizka)"	"combobox"
  "1 (Low)"	"1 (nizka)"	"menu"
"1 (Very Low)"	"1 (zelo nizka)"	"combobox"
  "1 (Very Low)"	"1 (zelo nizka)"	"menu"
"1 Day View"	"1 dnevni prikaz"	"tooltip"
"1 minute"	"1 minuto"	"combobox"
"1 month"	"1 mesec"	"combobox"
"1 space"	"1 presledek"	"combobox"
"1 task selected (%d)"	"1 izbrano opravilo (%d)"	"text"
"1 Week"	"1 teden"	"combobox"
"1. Where do you want ToDoList to store your program settings ?"	"1. Kje želite, da ToDoList shranjuje vaše nastavitve programa?"	"label"
"1st subtask level"	"1. raven podopravila"	"menu"
"2 (Low)"	"2 (nizka)"	"combobox"
  "2 (Low)"	"2 (nizka)"	"menu"
"2 days"	"2 dni"	"combobox"
"2 hours"	"2 uri"	"combobox"
"2 minutes"	"2 minuti"	"combobox"
"2 months"	"2 meseca"	"combobox"
"2 spaces"	"2 presledka"	"combobox"
"2 weeks"	"2 tedna"	"combobox"
"2 Weeks"	"2 tedna"	"combobox"
"2. Do you want to be able to share your tasklists on a network ?"	"2. Ali želite, da bi svoje sezname opravil delili znotraj omrežja?"	"label"
"2nd subtask level"	"2. raven podopravila"	"menu"
"3 (Low)"	"3 (nizka)"	"combobox"
  "3 (Low)"	"3 (nizka)"	"menu"
"3 (Low-Med)"	"3 (nizka-srednja)"	"combobox"
  "3 (Low-Med)"	"3 (nizka-srednja)"	"menu"
"3 Day View"	"3 dnevni prikaz"	"tooltip"
"3 days"	"3 dni"	"combobox"
"3 hours"	"3 ure"	"combobox"
"3 months"	"3 mesece"	"combobox"
"3 weeks"	"3 tedne"	"combobox"
"3 Weeks"	"3 tedne"	"combobox"
"3. Which columns do you initially want to see ?\n\nNote: You can modify this choice later using  'View > Select Columns'"	"3. Katere stolpce najprej želite videti?\n\nOpomba: To izbiro lahko kasneje spremenite s  'Prikaz -> Izberi stolpce'"	"label"
"3rd Party Storage"	"Shranjevanje tretje stranke"	"menu"
"3rd Party Storage %d"	"Shranjevanje tretje stranke %d"	"menu"
"3rd subtask level"	"3. raven podopravila"	"menu"
"4 (Medium)"	"4 (srednja)"	"combobox"
  "4 (Medium)"	"4 (srednja)"	"menu"
"4 days"	"4 dni"	"combobox"
"4 hours"	"4 ure"	"combobox"
"4 months"	"4 mesecev"	"combobox"
"4 spaces"	"4 presledkov"	"combobox"
"4 weeks"	"4 tedne"	"combobox"
"4 Weeks"	"4 tedne"	"combobox"
"4. Do you want to keep the user interface as simple as possible ?"	"4. Ali želite ohraniti uporabniški vmesnik čim enostavnejši?"	"label"
"4th subtask level"	"4. raven podopravila"	"menu"
"5 (Medium)"	"5 (srednja)"	"combobox"
  "5 (Medium)"	"5 (srednja)"	"menu"
"5 days"	"5 dni"	"combobox"
"5 hours"	"5 ur"	"combobox"
"5 minutes"	"5 minut"	"combobox"
"5 months"	"5 mesecev"	"combobox"
"5 pt"	"5 tč"	"combobox"
"5 Weeks"	"5 tednov"	"combobox"
"5. Do you want to view a sample tasklist to help you get started ?"	"5. Ali želite ogledati primer seznama opravil, ki vam bo pomagal pri začetku?"	"label"
"5th subtask level"	"5. raven podopravila"	"menu"
"6 (Medium)"	"6 (srednja)"	"combobox"
  "6 (Medium)"	"6 (srednja)"	"menu"
"6 days"	"6 dni"	"combobox"
"6 hours"	"6 ur"	"combobox"
"6 months"	"6 mesecev"	"combobox"
"6 pt"	"6 tč"	"combobox"
"6 Weeks"	"6 tednov"	"combobox"
"6th subtask level"	"6. raven podopravila"	"menu"
"7 (High)"	"7 (visoka)"	"combobox"
  "7 (High)"	"7 (visoka)"	"menu"
"7 (Med-High)"	"7 (srednja-visoka)"	"combobox"
  "7 (Med-High)"	"7 (srednja-visoka)"	"menu"
"7 Day Rolling Average"	"7 dnevno tekoče povprečje"	"combobox"
"7 Day View"	"7 dnevni prikaz"	"tooltip"
"7 days / 1 week"	"7 dni/1 teden"	"combobox"
"7 pt"	"7 tč"	"combobox"
"7 Weeks"	"7 tednov"	"combobox"
"7th subtask level"	"7. raven podopravila"	"menu"
"8 (High)"	"8 (visoka)"	"combobox"
  "8 (High)"	"8 (visoka)"	"menu"
"8 pt"	"8 tč"	"combobox"
"8 spaces"	"8 presledkov"	"combobox"
"8 Weeks"	"8 tednov"	"combobox"
"8th subtask level"	"8. raven podopravila"	"menu"
"9 (High)"	"9 (visoka)"	"combobox"
  "9 (High)"	"9 (visoka)"	"menu"
"9 (Very High)"	"9 (zelo visoka)"	"combobox"
  "9 (Very High)"	"9 (zelo visoka)"	"menu"
"9 months"	"9 mesecev"	"combobox"
"9 pt"	"9 tč"	"combobox"
"9 Weeks"	"9 tednov"	"combobox"
"9th subtask level"	"9. raven podopravila"	"menu"
"10 (Highest)"	"10 (najvišja)"	"combobox"
  "10 (Highest)"	"10 (najvišja)"	"menu"
"10 minutes"	"10 minut"	"combobox"
"10 pt"	"10 tč"	"combobox"
"10 seconds"	"10 sekund"	"combobox"
"11 pt"	"11 tč"	"combobox"
"12 hours"	"12 ur"	"combobox"
"12 months / 1 year"	"12 mesecev/1 leto"	"combobox"
"12 pt"	"12 tč"	"combobox"
"14 pt"	"14 tč"	"combobox"
"15 minutes"	"15 minut"	"combobox"
"16 pt"	"16 tč"	"combobox"
"18 pt"	"18 tč"	"combobox"
"20 minutes"	"20 minut"	"combobox"
"20 pt"	"20 tč"	"combobox"
"20 seconds"	"20 sekund"	"combobox"
"24 hours / 1 day"	"24 ur/1 dan"	"combobox"
"30 Day Rolling Average"	"30 dnevno tekoče povprečje"	"combobox"
"30 minutes"	"30 minut"	"combobox"
"30 seconds"	"30 sekund"	"combobox"
"45 minutes"	"45 minut"	"combobox"
"60 minutes"	"60 minut"	"combobox"
"60 minutes / 1 hour"	"60 minut/1 ura"	"combobox"
"60 seconds"	"60 sekund"	"combobox"
"90 Day Rolling Average"	"90 dnevno tekoče povprečje"	"combobox"
"120 seconds"	"120 sekund"	"combobox"
"< Back"	"< Nazaj"	"button"
"<any date>"	"<vsak datum>"	"text"
"<any>"	"<katerakoli>"	"combobox"
"<anyone>"	"<kdorkoli>"	"text"
"<Existing Custom Attribute>"	"<Obstoječi atribut po meri>"	"combobox"
"<filepath>\tOpens/selects the specified tasklist"	"<potdatoteke>\tOdpre/izbere določen seznam opravil"	"text"
"<multiple formats>"	"<več formatov>"	"text"
"<New Allocation>"	"<Nova dodelitev>"	"text"
"<New Button>"	"<Nov gumb>"	"text"
"<New Column>"	"<Novi stolpec>"	"text"
"<New Custom Attribute (List)>"	"<Atribut po meri (seznam)>"	"combobox"
"<New Custom Attribute>"	"<Atribut po meri>"	"combobox"
"<New Rule>"	"<Novo pravilo>"	"text"
"<no date>"	"<brez datuma>"	"text"
"<no sound>"	"<ni zvoka>"	"text"
"<nobody>"	"<nihče>"	"text"
"<none>"	"<brez>"	"combobox"
  "<none>"	"<brez>"	"menu"
"<separator>"	"<ločilo>"	"text"
"<specific date>"	"<določen datum>"	"text"
"<Tasklist Attached>"	"<Priložen seznam opravil>"	"text"
"<unknown format>"	"<neznana oblika>"	"combobox"
"A connection to '%s' could not be established.\n\nWould you like to check your details and try again?"	"Povezave z'%s' ni bilo mogoče vzpostaviti.\n\nAli želite preveriti podrobnosti in poskusiti znova?"	"text"
"a screensaver is running or the desktop is locked"	"je zagnan ohranjevalnik zaslona ali je zaklenjeno namizje"	"checkbox"
"A simple and effective way to keep on top of your daily tasks"	"Preprost in učinkovit način za ažurno izvajanje vaših dnevnih opravil"	"label"
"A task with an ID of '%d' could not be found in the active tasklist"	"Opravila z ID od '%d' ni bilo mogoče najti v aktivnem časopisu seznasamu opravil"	"text"
"AaBbYyZz"	"AaBbYyZz"	"label"
"About"	"Vizitka"	"dialog"
"About ToDoList"	"Vizitka ToDoLista"	"menu"
"About..."	"Vizitka..."	"menu"
"Above Priority"	"Prioriteta"	"label"
"Above Risk"	"Tveganje"	"label"
"Above selected task"	"Nad izbranim opravilom"	"combobox"
"Above Task"	"Nad opravilom"	"menu"
"Accumulated"	"Akumulirano"	"combobox"
"Activate Filter"	"Aktivirajte filter"	"menu"
"Activate Task View"	"Aktivirajte pogled naloge"	"menu"
"Active Date Range (%s)"	"Aktivno časovno obdobje (%s)"	"label"
"Active Dictionary"	"Aktiven slovar"	"label"
"Active Keyboard Shortcuts"	"Aktivne bližnjične tipke"	"dialog"
"Active Tasklist"	"Aktiven seznam opravil"	"menu"
"Active tasklist"	"Aktiven seznam opravil"	"radiobutton"
"Active tasklist only"	"Samo aktiven seznam opravil"	"radiobutton"
"Active Tasks"	"Aktivna opravila"	"text"
"Actual Work"	"Dejansko delo"	"text"
"Add Dependency"	"Dodaj odvisnost"	"tooltip"
"Add dividing line"	"Dodajte ločnico"	"checkbox"
"Add Rule"	"Dodaj pravilo"	"tooltip"
"Add Task Dependency"	"Dodaj odvisnost opravila"	"menu"
"Add Task File Link..."	"Dodaj povezavo datoteke opravila..."	"menu"
"Add Tasklist to Source Control"	"Dodaj seznam opravil v Nadzor vira"	"menu"
"Add Time to Task Log File"	"Dodaj čas v datoteko dnevnika opravila"	"menu"
"Add Tracked Time"	"Dodaj sleden čas"	"tooltip"
"Adjust allocations equally"	"Enako prilagodite dodelitve"	"radiobutton"
"Adjust allocations in proportion to their existing values"	"Prilagodite dodelitve sorazmerno z njihovimi obstoječimi vrednostmi"	"radiobutton"
"Adjust Task % Completion to match today's date"	"Prilagodi dokončanje opravila (s)%, da se ujema z današnjim datumom"	"menu"
"Adjusted"	"Prilagojeno"	"text"
"After completing a task, set its 'Status' to"	"Po dokončanju opravila nastavi njegovo 'Stanje' na"	"checkbox"
"After Loading a Tasklist"	"Po nalaganju seznama opravil"	"label"
"After selected task"	"Po izbranem opravilu"	"combobox"
"Aggregate cost for the selected tasks"	"Skupni stroški za izbrana opravila"	"text"
"Aggregate time estimate for the selected tasks"	"Skupen ocenjen čas za izbrana opravila"	"text"
"Aggregate time spent on the selected tasks"	"Skupen porabljen čas za izbrana opravila"	"text"
"Alignment"	"Poravnava"	"label"
"Alignment on page"	"Poravnava na strani"	"label"
"All"	"Vse"	"combobox"
"All attributes"	"Vsi atributi"	"radiobutton"
"All Files (*.*)"	"Vse datoteke (*.*)"	"combobox"
"All Files (*.*)|*.*||"	"Vse datoteke (*.*)|*.*||"	"text"
"all open tasklists"	"vsi odprti seznami opravil"	"combobox"
"All open tasklists"	"Vsi odprti seznami opravil"	"combobox"
"All tasklists"	"Vsi seznami opravil"	"radiobutton"
"All Tasks"	"Vsa opravila"	"menu"
"All tasks"	"Vsa opravila"	"radiobutton"
"Alloc By"	"Dodelil"	"sysheader32"
"Alloc To"	"Dodeljeno za"	"sysheader32"
"Allocated By"	"Dodelil"	"menu"
  "Allocated By"	"Dodelil"	"label"
"Allocated by"	"Dodelil"	"label"
"Allocated By Frequency"	"Dodeljeno po frekvenci"	"combobox"
"Allocated To"	"Dodeljeno za"	"menu"
  "Allocated To"	"Dodeljeno za"	"label"
"Allocated to"	"Dodeljeno za"	"label"
"Allocated To Frequency"	"Dodeljeno na frekvenco"	"combobox"
"Allocations"	"Dodelitve"	"label"
"Allow editing of task references"	"Dovoli urejanje sklicev opravila"	"checkbox"
"Allow multi selection in the filter droplists"	"Dovoli več izbir v spustnih seznamih filtra"	"checkbox"
"Allow multiple instances of ToDoList"	"Dovoli več hkratnih primerkov programa ToDoList"	"checkbox"
"Allow time-tracking on parent tasks"	"Dovoli sledenje časa na nadrejenih opravilih"	"checkbox"
"Alpha Release"	"Alfa izdaja"	"text"
"Also add time to task's time spent"	"Dodaj tudi čas za porabo časa opravila"	"checkbox"
"Alternate line colour"	"Alternativna barva črte"	"checkbox"
"Always export task ID and Parent task ID"	"Vedno izvozi ID opravila in ID nadrejenega opravila"	"checkbox"
"Always hide parent tasks in List View"	"Vedno skrij nadrejeno opravilo v Prikazu opravila"	"checkbox"
"Always on Top"	"Vedno na vrhu"	"tooltip"
"Always prompt me to choose"	"Vedno me pozovi, da izberem"	"checkbox"
"Always show 'Backlog' column"	"Vedno prikaži stolpec 'Zaostanek'"	"checkbox"
"Always show all available fields"	"Vedno prikaži vsa razpoložljiva polja"	"radiobutton"
"Always show all fields"	"Vedno prikaži vsa polja"	"radiobutton"
"Always show ToDoList when it starts up"	"Vedno prikaži ToDoList ob njegovem zagonu"	"checkbox"
"Always sort completed tasks below other tasks"	"Vedno razvrsti končana opravila pod drugimi opravili"	"checkbox"
"Analyse Logged Time"	"Analiziraj prijavljen čas"	"dialog"
"Analyse Logged Time..."	"Analiziraj prijavljen čas"	"menu"
"and"	"in"	"combobox"
"And then stop the timer"	"In potem ustavi časovnik"	"label"
"And/Or"	"In/ali"	"sysheader32"
"Anonymous Login"	"Anonimna prijava"	"checkbox"
"Any category can match"	"Vsaka kategorija se lahko ujema"	"text"
"Any person can match"	"Vsaka oseba se lahko ujema"	"text"
"Any tag can match"	"Vsaka oznaka se lahko ujema"	"text"
"Any text field"	"Vsako besedilno polje"	"text"
